	ref	object_original	trade_original	url	object	trade
12261	18078769	鄂尔多斯市公安局东胜分局5G执法记录仪及采集站竞争性谈判公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18078769.htm	鄂尔多斯市公安局东胜分局执法记录仪及采集站竞争性谈判公告	
12306	18078456	抚州市大地建设监理造价有限公司关于代理瑞璜楼理化生实验室一二楼维修改造项目竞争性谈判公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18078456.htm	代理瑞璜楼理化生实验室一二楼维修改造项目竞争性谈判公告	
12309	18078402	抚州致达采购代理有限责任公司关于抚州职业技术学院建设（扩建）项目11#-13#学生公寓分体空调采购及安装项目竞争性谈判公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18078402.htm	抚州职业技术学院建设扩建项目学生公寓分体空调采购及安装项目竞争性谈判公告	
12310	18085214	云南出入境边防检查总站红河支队情指一体中心信息化设备采购项目招标公告		http://www.ccgp.gov.cn/cggg/zygg/gkzb/202206/t20220615_18085214.htm	云南出入境边防检查总站红河支队情指一体中心信息化设备采购项目招标公告	
12315	18085468	平远县八尺镇梅塘水库除险加固工程竞争性磋商公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202206/t20220615_18085468.htm	平远县八尺镇梅塘水库除险加固工程竞争性磋商公告	
12316	18085197	阳山县花阳小学设备采购项目招标公告		http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202206/t20220615_18085197.htm	阳山县花阳小学设备采购项目招标公告	
12320	18085166	大成工程咨询有限公司贵港市公安局物业服务采购（项目编号：GGZC2022-G3-01514-DCZX）公开招标公告		http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202206/t20220615_18085166.htm	大成工程咨询有限公司贵港市公安局物业服务采购公开招标公告	
12322	18075931	蒲城县2022年大豆产能提升工程项目竞争性谈判公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18075931.htm	蒲城县年大豆产能提升工程项目竞争性谈判公告	
12347	18070246	GZ2022-J005赣州市妇幼保健院中耳分析仪、耳声发射测试仪、听觉脑干诱发电位系统设备采购及安装项目（进口产品）		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18070246.htm	赣州市妇幼保健院中耳分析仪耳声发射测试仪听觉脑干诱发电位系统设备采购及安装项目进口产品	
12355	18085146	广州市生态环境质量、污染源和应急监测工作经费——配件耗材采购（二次）公开招标公告		http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202206/t20220615_18085146.htm	广州市生态环境质量污染源和应急监测工作经费配件耗材采购二次公开招标公告	
12357	18070296	赣州市景鹏招标代理有限公司关于江西省赣州市立医院智能病理报告与数据系统项目（项目编号：GZJP2022-ZG-J001-3）的竞争性谈判公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18070296.htm	江西省赣州市立医院智能病理报告与数据系统项目的竞争性谈判公告	
12359	18080767	汕头市公共资源电子交易平台（二期）竞争性谈判公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18080767.htm	汕头市公共资源电子交易平台二期竞争性谈判公告	
12365	18071871	唐山师范学院校门门禁设备采购（二次）竞争性谈判公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18071871.htm	唐山师范学院校门门禁设备采购二次竞争性谈判公告	
12368	18073266	遵化市2022年中央水利发展资金农村饮水工程维修养护项目（设备采购）竞争性谈判公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18073266.htm	遵化市年中央水利发展资金农村饮水工程维修养护项目设备采购竞争性谈判公告	
12376	18070962	康复治疗技术专业实训室设备竞争性谈判公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18070962.htm	康复治疗技术专业实训室设备竞争性谈判公告	
12377	18070119	吉林省计量科学研究院辐射热计校准系统采购项目（2次招标）		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220613_18070119.htm	吉林省计量科学研究院辐射热计校准系统采购项目次招标	
12390	18085730	西安文理学院（本级）西安文理学院心理信息技术应用实验平台项目竞争性谈判公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18085730.htm	西安文理学院本级西安文理学院心理信息技术应用实验平台项目竞争性谈判公告	
12394	18069817	白沙黎族自治县公安局-男性家族排查系统血样检验试剂盒项目(第二次采购)-竞争性谈判公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220613_18069817.htm	白沙黎族自治县公安局男性家族排查系统血样检验试剂盒项目第二次采购竞争性谈判公告	
12395	18085224	乐东黎族自治县教育局- 乐东黎族自治县教育局初中教室照明环境达标改造项目-公开招标公告		http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202206/t20220615_18085224.htm	乐东黎族自治县教育局乐东黎族自治县教育局初中教室照明环境达标改造项目公开招标公告	
12414	18076128	陕西省人民医院食堂杂支类采购项目竞争性谈判公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18076128.htm	陕西省人民医院食堂杂支类采购项目竞争性谈判公告	
12415	18085375	天津经济技术开发区南港工业区应急管理局 南港封闭管理运行安检保卫服务项目 (项目编号:HXPMGP-TEDA-2022-0601)公开招标公告		http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202206/t20220615_18085375.htm	天津经济技术开发区南港工业区应急管理局南港封闭管理运行安检保卫服务项目项目编号公开招标公告	
12417	18085647	河源市人民医院64排CT和飞利浦DSA血管机购买整机维保服务项目竞争性磋商公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202206/t20220615_18085647.htm	河源市人民医院排和飞利浦血管机购买整机维保服务项目竞争性磋商公告	
12420	18081205	鄂伦春自治旗宜里镇人民政府宜里镇育肥羊养殖示范基地续建项目（设备采购）竞争性谈判公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18081205.htm	鄂伦春自治旗宜里镇人民政府宜里镇育肥羊养殖示范基地续建项目设备采购竞争性谈判公告	
12438	18070075	国家一流本科环境设计专业创新实践中心迷你精密车床、精密木工铣床、砂轴机等竞争性谈判公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220613_18070075.htm	国家一流本科环境设计专业创新实践中心迷你精密车床精密木工铣床砂轴机等竞争性谈判公告	
12441	18078297	吉林水利电力职业学院排烟设备购置		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18078297.htm	吉林水利电力职业学院排烟设备购置	
12442	18085188	2022年旧堡乡柳沟村玉米烘干项目竞争性磋商公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202206/t20220615_18085188.htm	年旧堡乡柳沟村玉米烘干项目竞争性磋商公告	
12457	18078506	江西博航工程咨询有限公司关于进贤县人民法院“档案E管理”系统建设项目竞争性谈判公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18078506.htm	进贤县人民法院档案管理系统建设项目竞争性谈判公告	
12458	18070202	江西省百巨招标咨询有限公司关于九江市人民检察院终端接入设备、高清摄像机第二次采购项目（采购编号：JXBJ2022--JJ--J048）竞争性谈判采购公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18070202.htm	九江市人民检察院终端接入设备高清摄像机第二次采购项目采购编号竞争性谈判采购公告	
12459	18078412	江西省百巨招标咨询有限公司关于南昌航空大学2022年度保卫处南昌航空大学智慧消防系统升级及气体灭火设备采购项目（采购编号：JXBJ22121315202）竞争性谈判采购公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18078412.htm	南昌航空大学年度保卫处南昌航空大学智慧消防系统升级及气体灭火设备采购项目采购编号竞争性谈判采购公告	
12462	18070338	江西省鼎跃招标咨询有限公司关于江西省南昌航空大学2022年度保卫处南昌航空大学东大门车辆匝道安防升级采购项目（采购编号：JXDY2022-HW-J0008-1）竞争性谈判公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18070338.htm	江西省南昌航空大学年度保卫处南昌航空大学东大门车辆匝道安防升级采购项目采购编号竞争性谈判公告	
12463	18070337	江西省鼎跃招标咨询有限公司关于江西省南昌航空大学2022年度教务处虚拟仿真实验教学一流课程管理与共享平台采购项目（采购编号：JXDY2022-HW-J0009）竞争性谈判公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18070337.htm	江西省南昌航空大学年度教务处虚拟仿真实验教学一流课程管理与共享平台采购项目采购编号竞争性谈判公告	
12465	18070215	江西赣采云招标咨询有限责任公司关于庐山区域松材线虫病防控基础设施建设-重点保护松树、松林监理项目（项目编号：JXGCY-20220110）竞争性谈判采购公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18070215.htm	庐山区域松材线虫病防控基础设施建设重点保护松树松林监理项目竞争性谈判采购公告	
12467	18070213	江西宏盛招标咨询有限公司关于2021年度土地变更调查服务项目【项目编号：JXHS2022-J002】竞争性谈判采购公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18070213.htm	年度土地变更调查服务项目项目编号竞争性谈判采购公告	
12469	18070289	江西首信招标咨询有限公司关于南昌市邮政路小学天骥校区电子书法教室采购项目【采购编号：JXSX2022-J3325】竞争性谈判采购公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18070289.htm	南昌市邮政路小学天骥校区电子书法教室采购项目采购编号竞争性谈判采购公告	
12470	18070231	江西首信招标咨询有限公司关于九江市濂溪区教育体育局教室护眼灯采购项目【招标编号：JXSX2022-JJ-J3311第二次】竞争性谈判采购公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18070231.htm	九江市濂溪区教育体育局教室护眼灯采购项目招标编号第二次竞争性谈判采购公告	
12471	18070295	江西省机电设备招标有限公司关于南昌大学第四附属医院采购手术室6号间更换净化空调项目第二次（项目编号：JXTC2022040163C1）竞争性谈判公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18070295.htm	南昌大学第四附属医院采购手术室号间更换净化空调项目第二次竞争性谈判公告	
12472	18078391	江西省机电设备招标有限公司关于江西省人民检察院检察业务统计系统2.0部署项目（项目编号：JXTC2022040190）竞争性谈判公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18078391.htm	江西省人民检察院检察业务统计系统部署项目竞争性谈判公告	
12473	18078455	江西省机电设备招标有限公司关于江西现代职业技术学院现代家居装饰设计专业群综合实训平台项目（项目编号：JXTC2022070119C1）竞争性谈判公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18078455.htm	江西现代职业技术学院现代家居装饰设计专业群综合实训平台项目竞争性谈判公告	
12474	18078410	江西省机电设备招标有限公司关于江西省医药学校卫生间隔断板及附属设施改造工程（项目编号：JXTC2022070185）竞争性谈判公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18078410.htm	江西省医药学校卫生间隔断板及附属设施改造工程竞争性谈判公告	
12475	18070227	江西省机电设备招标有限公司关于江西省公安厅交通管理局高速公路交通警察总队直属五支队2022年度前端设备接网服务项目（项目编号：JXTC2022080163）竞争性谈判公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18070227.htm	江西省公安厅交通管理局高速公路交通警察总队直属五支队年度前端设备接网服务项目竞争性谈判公告	
12476	18078438	江西省机电设备招标有限公司关于江西生物科技职业学院园林系钢筋平法仿真软件与装配式建筑预制构件生产仿真教学系统软件购买项目（项目编号：JXTC2022080177）竞争性谈判采购公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18078438.htm	江西生物科技职业学院园林系钢筋平法仿真软件与装配式建筑预制构件生产仿真教学系统软件购买项目竞争性谈判采购公告	
12477	18070330	江西省机电设备招标有限公司关于抚州市东乡区第二人民医院采购医疗设备项目（项目编号：JXTCFZ2022150077）的竞争性谈判公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18070330.htm	抚州市东乡区第二人民医院采购医疗设备项目的竞争性谈判公告	
12479	18078392	江西信衡招标咨询有限公司关于江西省抚州市第一人民医院关节镜及成像系统、关节镜手术器械、等离子主机系统采购项目竞争性谈判公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18078392.htm	江西省抚州市第一人民医院关节镜及成像系统关节镜手术器械等离子主机系统采购项目竞争性谈判公告	
12482	18081914	固安一中省控空气质量自动监测站监测设备及UPS电源更换项目竞争性谈判公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18081914.htm	固安一中省控空气质量自动监测站监测设备及电源更换项目竞争性谈判公告	
12483	18078387	上饶卫生学校数字文献资源采购项目		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18078387.htm	上饶卫生学校数字文献资源采购项目	
12484	18078423	萍乡市佳誉工程造价咨询有限公司关于萍乡市人民医院全自动五分类血液分析仪(项目编号：JY-ZFCG-2022-02)竞争性谈判公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18078423.htm	萍乡市人民医院全自动五分类血液分析仪项目编号竞争性谈判公告	
12489	18085727	铜川市自然资源局印台分局印台区金锁关镇前烈桥移民新村滑坡治理项目勘查设计竞争性磋商公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202206/t20220615_18085727.htm	铜川市自然资源局印台分局印台区金锁关镇前烈桥移民新村滑坡治理项目勘查设计竞争性磋商公告	
12511	18078289	2022年敦化市国有林总场生态旅游区建设及家属区配套设施改造工程竞争性谈判采购公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18078289.htm	年敦化市国有林总场生态旅游区建设及家属区配套设施改造工程竞争性谈判采购公告	
12512	18075889	西安市中心医院零星办公家具采购项目竞争性谈判公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18075889.htm	西安市中心医院零星办公家具采购项目竞争性谈判公告	
12518	18074206	四川建筑职业技术学院成都校区物业管理服务竞争性谈判公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18074206.htm	四川建筑职业技术学院成都校区物业管理服务竞争性谈判公告	
12519	18082978	成都市青羊区综合行政执法局2022年果屑箱采购项目询价公告		http://www.ccgp.gov.cn/cggg/dfgg/xjgg/202206/t20220615_18082978.htm	成都市青羊区综合行政执法局年果屑箱采购项目询价公告	
12520	18074855	成都市双流区金桥社区卫生服务中心2022年物业管理服务采购项目竞争性谈判公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18074855.htm	成都市双流区金桥社区卫生服务中心年物业管理服务采购项目竞争性谈判公告	
12521	18083984	自贡市传染病医院塑料口袋采购项目询价公告		http://www.ccgp.gov.cn/cggg/dfgg/xjgg/202206/t20220615_18083984.htm	自贡市传染病医院塑料口袋采购项目询价公告	
12522	18080058	富顺县农业农村局富顺县2021年转移支付投资高标准农田建设项目（代寺片区、怀德片区）肥料物资(二次)竞争性谈判公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18080058.htm	富顺县农业农村局富顺县年转移支付投资高标准农田建设项目代寺片区怀德片区肥料物资二次竞争性谈判公告	
12523	18080197	富顺县综合行政执法局2022年建党节、国庆节布置国旗项目竞争性谈判公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18080197.htm	富顺县综合行政执法局年建党节国庆节布置国旗项目竞争性谈判公告	
12524	18085671	现代办公设备询价公告		http://www.ccgp.gov.cn/cggg/dfgg/xjgg/202206/t20220615_18085671.htm	现代办公设备询价公告	
12525	18085791	厨房设备采购项目询价公告		http://www.ccgp.gov.cn/cggg/dfgg/xjgg/202206/t20220615_18085791.htm	厨房设备采购项目询价公告	
12526	18076092	泸州市龙马潭生态环境局安宁街道阳78井地块土壤污染修复项目竞争性谈判公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18076092.htm	泸州市龙马潭生态环境局安宁街道阳井地块土壤污染修复项目竞争性谈判公告	
12527	18085351	合江县教育和体育局合江县2022至2023学年农村义务教育学生营养改善计划大米食用油采购项目招标公告		http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202206/t20220615_18085351.htm	合江县教育和体育局合江县至学年农村义务教育学生营养改善计划大米食用油采购项目招标公告	
12528	18085368	合江县教育和体育局合江县2022至2023学年农村义务教育学生营养改善计划大米食用油采购项目招标公告		http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202206/t20220615_18085368.htm	合江县教育和体育局合江县至学年农村义务教育学生营养改善计划大米食用油采购项目招标公告	
12529	18082955	绵阳市第三人民医院台式计算机询价公告		http://www.ccgp.gov.cn/cggg/dfgg/xjgg/202206/t20220615_18082955.htm	绵阳市第三人民医院台式计算机询价公告	
12530	18083431	江油市农业农村局2021年省级财政现代农业发展工程资金生猪出栏奖补项目(二次)询价公告		http://www.ccgp.gov.cn/cggg/dfgg/xjgg/202206/t20220615_18083431.htm	江油市农业农村局年省级财政现代农业发展工程资金生猪出栏奖补项目二次询价公告	
12531	18075241	江油市第二人民医院第二外科大楼病区床单元一批竞争性谈判公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18075241.htm	江油市第二人民医院第二外科大楼病区床单元一批竞争性谈判公告	
12532	18076616	广元市公安局“四铁”工程（全自动固相萃取仪）竞争性谈判公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18076616.htm	广元市公安局四铁工程全自动固相萃取仪竞争性谈判公告	
12533	18085314	广元市残疾人联合会残疾人职业技能培训服务采购竞争性谈判公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18085314.htm	广元市残疾人联合会残疾人职业技能培训服务采购竞争性谈判公告	
12534	18082605	旺苍县木门镇中心幼儿园幼儿教玩具采购项目询价公告		http://www.ccgp.gov.cn/cggg/dfgg/xjgg/202206/t20220615_18082605.htm	旺苍县木门镇中心幼儿园幼儿教玩具采购项目询价公告	
12535	18082577	旺苍县木门镇中心幼儿园学生课桌椅、学生床采购项目询价公告		http://www.ccgp.gov.cn/cggg/dfgg/xjgg/202206/t20220615_18082577.htm	旺苍县木门镇中心幼儿园学生课桌椅学生床采购项目询价公告	
12536	18070895	大英县盐华小学办公家具采购项目(二次)竞争性谈判公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18070895.htm	大英县盐华小学办公家具采购项目二次竞争性谈判公告	
12537	18071726	射洪市民政局射洪市社会福利院金家分院厨房餐厅设施设备采购竞争性谈判公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18071726.htm	射洪市民政局射洪市社会福利院金家分院厨房餐厅设施设备采购竞争性谈判公告	
12538	18079224	乐山市金口河区委党校迁建项目办公家具采购竞争性谈判公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18079224.htm	乐山市金口河区委党校迁建项目办公家具采购竞争性谈判公告	
12539	18084346	南充市青少年儿童业余体校参加四川省十四届运动会南充代表队出场服询价公告		http://www.ccgp.gov.cn/cggg/dfgg/xjgg/202206/t20220615_18084346.htm	南充市青少年儿童业余体校参加四川省十四届运动会南充代表队出场服询价公告	
12540	18072072	蓬安县教育科学研究室2022年上期和下期期末试卷印制(二次)竞争性谈判公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18072072.htm	蓬安县教育科学研究室年上期和下期期末试卷印制二次竞争性谈判公告	
12541	18075858	眉山市妇幼保健院医用织物洗涤外包服务采购项目(第二次)竞争性谈判采购公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18075858.htm	眉山市妇幼保健院医用织物洗涤外包服务采购项目第二次竞争性谈判采购公告	
12542	18082832	眉山市疾病预防控制中心全自动医用PCR仪竞争性谈判公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18082832.htm	眉山市疾病预防控制中心全自动医用仪竞争性谈判公告	
12543	18083056	眉山市产品质量监督检验所实验室试剂及配件耗材采购竞争性谈判公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18083056.htm	眉山市产品质量监督检验所实验室试剂及配件耗材采购竞争性谈判公告	
12544	18082993	眉山市路灯管理处2022年路灯维护所需LED材料采购项目竞争性谈判公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18082993.htm	眉山市路灯管理处年路灯维护所需材料采购项目竞争性谈判公告	
12545	18082845	眉山市路灯管理处智能喷雾系统采购竞争性谈判公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18082845.htm	眉山市路灯管理处智能喷雾系统采购竞争性谈判公告	
12546	18070925	四川天府新区眉山管理委员会教育体育和文化旅游局眉山天府新区2022-2023学年义务教育阶段作业本采购项目竞争性谈判公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18070925.htm	四川天府新区眉山管理委员会教育体育和文化旅游局眉山天府新区学年义务教育阶段作业本采购项目竞争性谈判公告	
12547	18073884	宜宾市殡仪馆食品采购项目竞争性谈判公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18073884.htm	宜宾市殡仪馆食品采购项目竞争性谈判公告	
12548	18084141	宜宾市第二人民医院塑料袋采购项目竞争性谈判采购公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18084141.htm	宜宾市第二人民医院塑料袋采购项目竞争性谈判采购公告	
12549	18084893	江安县中医医院救护车采购项目竞争性谈判公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18084893.htm	江安县中医医院救护车采购项目竞争性谈判公告	
12550	18084562	四川省高县中学校高中图书采购项目询价采购公告		http://www.ccgp.gov.cn/cggg/dfgg/xjgg/202206/t20220615_18084562.htm	四川省高县中学校高中图书采购项目询价采购公告	
12551	18084536	四川省高县中学校机房及学生电视台采购项目询价采购公告		http://www.ccgp.gov.cn/cggg/dfgg/xjgg/202206/t20220615_18084536.htm	四川省高县中学校机房及学生电视台采购项目询价采购公告	
12552	18079155	兴文县中医医院（光明新院）智能安防系统采购项目（第二次）竞争性谈判公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18079155.htm	兴文县中医医院光明新院智能安防系统采购项目第二次竞争性谈判公告	
12553	18084310	岳池县白庙镇人民政府太阳能路灯、垃圾转运车(二次)竞争性谈判公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18084310.htm	岳池县白庙镇人民政府太阳能路灯垃圾转运车二次竞争性谈判公告	
12554	18083696	“武胜县中医医院危急重症能力提升建设项目”便携式彩色多普勒超声系统采购询价采购公告		http://www.ccgp.gov.cn/cggg/dfgg/xjgg/202206/t20220615_18083696.htm	武胜县中医医院危急重症能力提升建设项目便携式彩色多普勒超声系统采购询价采购公告	
12555	18080261	达州市应急管理局市级应急指挥人员装备采购竞争性谈判采购公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18080261.htm	达州市应急管理局市级应急指挥人员装备采购竞争性谈判采购公告	
12556	18075413	达州市达川区农业农村局达州市达川区2021年秸杆综合利用项目化肥采购竞争性谈判公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18075413.htm	达州市达川区农业农村局达州市达川区年秸杆综合利用项目化肥采购竞争性谈判公告	
12557	18082167	壤塘县公安局2022年派出所分控中心采购项目竞争性谈判公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18082167.htm	壤塘县公安局年派出所分控中心采购项目竞争性谈判公告	
12558	18083629	红原县教育局事业红原县藏文中学教学综合楼建设项目监理服务采购竞争性谈判公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18083629.htm	红原县教育局事业红原县藏文中学教学综合楼建设项目监理服务采购竞争性谈判公告	
12559	18076397	泸定县交通运输局购买公车竞争性谈判公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18076397.htm	泸定县交通运输局购买公车竞争性谈判公告	
12560	18085584	石渠县公安局特巡警大队备勤床及健身器材项目招标公告		http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202206/t20220615_18085584.htm	石渠县公安局特巡警大队备勤床及健身器材项目招标公告	
12561	18081272	西昌市四合乡人民政府马什洛村农业生产灌溉引水项目竞争性谈判公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18081272.htm	西昌市四合乡人民政府马什洛村农业生产灌溉引水项目竞争性谈判公告	
12562	18071926	盐源县林业和草原局皮卡车采购项目竞争性谈判公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18071926.htm	盐源县林业和草原局皮卡车采购项目竞争性谈判公告	
12563	18083033	盐源县中学校二校区学生公寓床采购项目竞争性谈判公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18083033.htm	盐源县中学校二校区学生公寓床采购项目竞争性谈判公告	
12564	18076126	昭觉县2021年横断山区水源涵养与生物多样性保护项目（退化林修复）竞争性谈判公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18076126.htm	昭觉县年横断山区水源涵养与生物多样性保护项目退化林修复竞争性谈判公告	
12565	18074355	昭觉县2021年横断山区水源涵养与生物多样性保护项目(人工种草)竞争性谈判公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18074355.htm	昭觉县年横断山区水源涵养与生物多样性保护项目人工种草竞争性谈判公告	
12566	18081736	甘洛县农业农村局甘洛县生猪改良开展人工授精服务体系建设（种猪场）建设项目生猪人工授精设施设备物资和优质良种种公猪采购询价公告		http://www.ccgp.gov.cn/cggg/dfgg/xjgg/202206/t20220615_18081736.htm	甘洛县农业农村局甘洛县生猪改良开展人工授精服务体系建设种猪场建设项目生猪人工授精设施设备物资和优质良种种公猪采购询价公告	
12567	18070257	南昌市政府采购中心关于南昌市教育评估监测和技术推广中心豫章中学篮球馆暖通设备采购项目（项目编号：NCZFCG2022-0011）电子化竞争性谈判公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18070257.htm	南昌市教育评估监测和技术推广中心豫章中学篮球馆暖通设备采购项目电子化竞争性谈判公告	
12571	18085765	内蒙古大学南校区留学生及研究生楼建设项目过程跟踪及结算审计竞争性磋商公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202206/t20220615_18085765.htm	内蒙古大学南校区留学生及研究生楼建设项目过程跟踪及结算审计竞争性磋商公告	
12605	18084987	西乌珠穆沁旗乌兰哈拉嘎苏木人民政府额日和图敖包嘎查产业基础设施项目采购更正公告（第一次）		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220615_18084987.htm	西乌珠穆沁旗乌兰哈拉嘎苏木人民政府额日和图敖包嘎查产业基础设施项目采购更正公告第一次	
12609	18085425	甘肃省信访局网上信访信息管理系统运维服务项目更正公告		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220615_18085425.htm	甘肃省信访局网上信访信息管理系统运维服务项目更正公告	
12610	18084554	接诉即办委托服务合同公告更正公告		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220615_18084554.htm	接诉即办委托服务合同公告更正公告	
