	ref	object_original	trade_original	url	object	trade
13528	18080905	辽宁警察学院2022级新生春秋执勤服及冬执勤服采购项目单一来源采购公示	货物/纺织原料、毛皮、被服装具/被服装具/被服/普通服装	http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220615_18080905.htm	辽宁警察学院级新生春秋执勤服及冬执勤服采购项目单一来源采购公示	货物
13530	18081040	四川省药械临床使用监测与评价中心2022年-2024年计划生育药具自助发放机管理系统技术服务项目单一来源采购公示	服务/信息技术服务/其他信息技术服务	http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220615_18081040.htm	四川省药械临床使用监测与评价中心年年计划生育药具自助发放机管理系统技术服务项目单一来源采购公示	服务
13535	18081800	中国人民警察大学中国警察智识数据库项目单一来源采购公示	货物/通用设备/计算机设备及软件/计算机软件/基础软件/数据库管理系统	http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220615_18081800.htm	中国人民警察大学中国警察智识数据库项目单一来源采购公示	货物
13536	18081809	兰州广播电视台党建频道节目购置及活动经费——党建节目素材购置项目单一来源公示	服务	http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220615_18081809.htm	兰州广播电视台党建频道节目购置及活动经费党建节目素材购置项目单一来源公示	服务
13537	18081845	中国人民警察大学中国知网数据库项目单一来源采购公示	货物/通用设备/计算机设备及软件/计算机软件/基础软件/数据库管理系统	http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220615_18081845.htm	中国人民警察大学中国知网数据库项目单一来源采购公示	货物
13538	18081846	中国人民警察大学KPS外文警察资源检索系统项目单一来源采购公示	货物/通用设备/计算机设备及软件/计算机软件/基础软件/数据库管理系统	http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220615_18081846.htm	中国人民警察大学外文警察资源检索系统项目单一来源采购公示	货物
13539	18081848	中国人民警察大学简氏数据库项目单一来源采购公示	货物/通用设备/计算机设备及软件/计算机软件/基础软件/数据库管理系统	http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220615_18081848.htm	中国人民警察大学简氏数据库项目单一来源采购公示	货物
13540	18081876	上海自然博物馆（上海科技馆分馆）藏品管理系统维保项目单一来源采购公示	服务/信息技术服务/运行维护服务/其他运行维护服务,服务/信息技术服务/运行维护服务/软件运维服务	http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220615_18081876.htm	上海自然博物馆上海科技馆分馆藏品管理系统维保项目单一来源采购公示	服务
13541	18081911	辽宁某部队船位查询服务采购项目单一来源采购公示	服务/其他服务	http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220615_18081911.htm	辽宁某部队船位查询服务采购项目单一来源采购公示	服务
13542	18082031	青浦区2022年“夏淡”绿叶菜生产专用肥采购项目（包件5）单一来源采购公示	货物/基础化学品及相关产品/化学原料及化学制品/化学肥料	http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220615_18082031.htm	青浦区年夏淡绿叶菜生产专用肥采购项目包件单一来源采购公示	货物
13544	18082036	青浦区2022年“夏淡”绿叶菜生产专用肥采购项目（包件6）单一来源采购公示	货物/基础化学品及相关产品/化学原料及化学制品/化学肥料	http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220615_18082036.htm	青浦区年夏淡绿叶菜生产专用肥采购项目包件单一来源采购公示	货物
13545	18082037	青浦区2022年“夏淡”绿叶菜生产专用肥采购项目（包件7）单一来源采购公示	货物/基础化学品及相关产品/化学原料及化学制品/化学肥料	http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220615_18082037.htm	青浦区年夏淡绿叶菜生产专用肥采购项目包件单一来源采购公示	货物
13546	18082038	青浦区2022年“夏淡”绿叶菜生产专用肥采购项目（包件4）单一来源采购公示	货物/基础化学品及相关产品/化学原料及化学制品/化学肥料	http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220615_18082038.htm	青浦区年夏淡绿叶菜生产专用肥采购项目包件单一来源采购公示	货物
13547	18082072	青浦区2022年“夏淡”绿叶菜生产专用肥采购项目（包件3）单一来源采购公示	货物/基础化学品及相关产品/化学原料及化学制品/化学肥料	http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220615_18082072.htm	青浦区年夏淡绿叶菜生产专用肥采购项目包件单一来源采购公示	货物
13548	18082077	青浦区2022年“夏淡”绿叶菜生产专用肥采购项目（包件2）单一来源采购公示	货物/基础化学品及相关产品/化学原料及化学制品/化学肥料	http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220615_18082077.htm	青浦区年夏淡绿叶菜生产专用肥采购项目包件单一来源采购公示	货物
13549	18082078	青浦区2022年“夏淡”绿叶菜生产专用肥采购项目（包件1）单一来源采购公示	货物/基础化学品及相关产品/化学原料及化学制品/化学肥料	http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220615_18082078.htm	青浦区年夏淡绿叶菜生产专用肥采购项目包件单一来源采购公示	货物
13550	18082115	珠海市斗门区乾务镇五山初级中学2022年7月至2023年5月教师食堂食材采购项目单一来源采购公示	服务/其他服务	http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220615_18082115.htm	珠海市斗门区乾务镇五山初级中学年月至年月教师食堂食材采购项目单一来源采购公示	服务
13553	18082504	四川射洪农村商业银行股份有限公司发行基金托管业务及业务库智能化管理平台、配套设备采购项目单一来源采购公示	货物/通用设备/计算机设备及软件/计算机软件/其他计算机软件	http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220615_18082504.htm	四川射洪农村商业银行股份有限公司发行基金托管业务及业务库智能化管理平台配套设备采购项目单一来源采购公示	货物
13554	18082567	中国田径协会办公楼租赁项目单一来源采购公示	服务/房地产服务/房屋租赁服务	http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220615_18082567.htm	中国田径协会办公楼租赁项目单一来源采购公示	服务
13555	18082659	四川省邛海水上运动学校帆船、帆板、风筝、冲浪队科研设备项目竞争性磋商公告	货物/其他货物/其他不另分类的物品	http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202206/t20220615_18082659.htm	四川省邛海水上运动学校帆船帆板风筝冲浪队科研设备项目竞争性磋商公告	货物
13556	18082695	大连海事大学Springer eJournal施普林格电子期刊数据库服务采购项目单一来源采购公示	货物/图书和档案/图书/电子期刊/其他电子期刊	http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220615_18082695.htm	大连海事大学施普林格电子期刊数据库服务采购项目单一来源采购公示	货物
13557	18082767	武汉血液中心X射线辐照剂量检测系统及维保服务采购项目单一来源采购公示	服务/维修和保养服务/其他维修和保养服务	http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220615_18082767.htm	武汉血液中心射线辐照剂量检测系统及维保服务采购项目单一来源采购公示	服务
13559	18082977	兰州市公安局七里河分局毛发检测试剂项目单一来源公示	货物/其他货物/其他不另分类的物品	http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220615_18082977.htm	兰州市公安局七里河分局毛发检测试剂项目单一来源公示	货物
13560	18083022	儋州市人民法院电子卷宗随案同步生成项目竞争性磋商公告	服务/其他服务	http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202206/t20220615_18083022.htm	儋州市人民法院电子卷宗随案同步生成项目竞争性磋商公告	服务
13565	18083335	锦州市政协食堂厨房燃气安装项目单一来源采购公示	工程/建筑物施工/房屋附属设施施工	http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220615_18083335.htm	锦州市政协食堂厨房燃气安装项目单一来源采购公示	工程
13566	18083385	长春春铁物流集团有限公司松原三江港实业有限公司产品道路运输单一来源采购公示	服务/科学研究和试验开发/工程学的研究和试验开发/交通运输工程研究服务/运输工程/道路运输	http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220615_18083385.htm	长春春铁物流集团有限公司松原三江港实业有限公司产品道路运输单一来源采购公示	服务
13569	18083605	张湾区市场主体“一链通”审批服务平台软件技术服务项目单一来源采购公示	服务/信息技术服务/软件开发服务/应用软件开发服务/行业应用软件开发服务	http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220615_18083605.htm	张湾区市场主体一链通审批服务平台软件技术服务项目单一来源采购公示	服务
13570	18083649	广东建设职业技术学院2022届毕业生毕业证邮寄项目单一来源采购公示	服务/商务服务/邮政与速递服务/邮政服务	http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220615_18083649.htm	广东建设职业技术学院届毕业生毕业证邮寄项目单一来源采购公示	服务
13572	18083902	中共鄂托克前旗委员会宣传部人民网新媒体网络专题推广服务项目单一来源采购公示	服务/文化、体育、娱乐服务/新闻服务	http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220615_18083902.htm	中共鄂托克前旗委员会宣传部人民网新媒体网络专题推广服务项目单一来源采购公示	服务
13575	18084159	山东中医药大学附属医院超级平台治疗系统维修项目单一来源采购公示	服务/维修和保养服务/其他维修和保养服务	http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220615_18084159.htm	山东中医药大学附属医院超级平台治疗系统维修项目单一来源采购公示	服务
13579	18084396	和政县人民医院采购DR平板探测器项目成交公告	货物/其他货物	http://www.ccgp.gov.cn/cggg/dfgg/cjgg/202206/t20220615_18084396.htm	和政县人民医院采购平板探测器项目成交公告	货物
13581	18084424	市场宣传推广类项目运动队载体推广单一来源采购公示	服务/文化、体育、娱乐服务/体育服务/其他体育服务	http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220615_18084424.htm	市场宣传推广类项目运动队载体推广单一来源采购公示	服务
13582	18084453	江西省公安厅培训耗材采购(项目二）询价公告	服务/批发和零售服务/零售服务/无店铺和其他零售服务	http://www.ccgp.gov.cn/cggg/dfgg/xjgg/202206/t20220615_18084453.htm	江西省公安厅培训耗材采购项目二询价公告	服务
13583	18084575	中华人民共和国珠海出入境边防检查总站2022年办公楼部分节能设备采购项目成交公告	货物/办公消耗用品及类似物品/其他办公消耗用品及类似物品	http://www.ccgp.gov.cn/cggg/zygg/cjgg/202206/t20220615_18084575.htm	中华人民共和国珠海出入境边防检查总站年办公楼部分节能设备采购项目成交公告	货物
13584	18084577	江西省公安厅培训耗材采购（项目一）询价公告	服务/批发和零售服务/零售服务/无店铺和其他零售服务	http://www.ccgp.gov.cn/cggg/dfgg/xjgg/202206/t20220615_18084577.htm	江西省公安厅培训耗材采购项目一询价公告	服务
13585	18084678	随州市曾都医院综合楼、门诊楼项目双电源高压专线线路工程单一来源公示	工程	http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220615_18084678.htm	随州市曾都医院综合楼门诊楼项目双电源高压专线线路工程单一来源公示	工程
13586	18084750	中共福建省委宣传部购买省新闻发布厅运维保障服务项目单一来源采购公示	服务/会议和展览服务/展览服务/其他会展服务	http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220615_18084750.htm	中共福建省委宣传部购买省新闻发布厅运维保障服务项目单一来源采购公示	服务
13587	18084825	上海科技馆馆间裸光纤年租费（至自博馆）单一来源采购公示	服务/信息技术服务/运行维护服务/其他运行维护服务	http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220615_18084825.htm	上海科技馆馆间裸光纤年租费至自博馆单一来源采购公示	服务
13588	18084878	台山市静脉产业园项目单一来源采购公示	服务/环境服务/其他无害固体废物处理服务	http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220615_18084878.htm	台山市静脉产业园项目单一来源采购公示	服务
13589	18084884	中共大同市委组织部党员教育中心电视栏目《大同先锋》单一来源采购公示	服务/文化、体育、娱乐服务/广播、电视、电影和音像服务/电视服务	http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220615_18084884.htm	中共大同市委组织部党员教育中心电视栏目大同先锋单一来源采购公示	服务
13590	18084891	百色市人民医院CT机专用球管采购YZLBS2022-D1-008-BSZC单一来源征求意见公示	货物/其他货物/其他不另分类的物品	http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220615_18084891.htm	百色市人民医院机专用球管采购单一来源征求意见公示	货物
13592	18085107	福建省港航事业发展中心2022年度中心海事专线电路租用服务项目单一来源采购公示	服务/电信和其他信息传输服务/电信服务/基础电信服务	http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220615_18085107.htm	福建省港航事业发展中心年度中心海事专线电路租用服务项目单一来源采购公示	服务
13593	18085116	酒泉市畜牧兽医总站2022年酒泉市水生生物资源保护增殖放流祁连山裸鲤采购项目单一来源采购公示	服务/农林牧副渔服务/渔业服务/鱼苗、鱼种培育和养殖服务	http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220615_18085116.htm	酒泉市畜牧兽医总站年酒泉市水生生物资源保护增殖放流祁连山裸鲤采购项目单一来源采购公示	服务
13594	18085190	烟台大学实验实践教学创新服务平台功能运营维护项目单一来源采购公示	服务/信息技术服务/软件开发服务/应用软件开发服务/行业应用软件开发服务	http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220615_18085190.htm	烟台大学实验实践教学创新服务平台功能运营维护项目单一来源采购公示	服务
13595	18085293	研究生培养系统定制开发服务（三期）项目单一来源采购公示	服务/其他服务	http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220615_18085293.htm	研究生培养系统定制开发服务三期项目单一来源采购公示	服务
13596	18085365	厦门市集美区纪检监察事务中心办公楼物业管理服务单一来源采购审核前公示	服务/房地产服务/物业管理服务	http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220615_18085365.htm	厦门市集美区纪检监察事务中心办公楼物业管理服务单一来源采购审核前公示	服务
13598	18085943	洛阳海关移动办公通信流量服务采购项目单一来源采购公示	服务/电信和其他信息传输服务/其他电信和信息传输服务	http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220615_18085943.htm	洛阳海关移动办公通信流量服务采购项目单一来源采购公示	服务
13599	18085988	国家税务总局四川南充经济开发区税务局综合业务办公用房维修改造项目中标公告	工程/建筑物施工/行政单位用房施工/办公用房施工	http://www.ccgp.gov.cn/cggg/zygg/zbgg/202206/t20220615_18085988.htm	国家税务总局四川南充经济开发区税务局综合业务办公用房维修改造项目中标公告	工程
13600	18086031	上海市总工会职工服务中心上海工会12351职工服务热线技术及人员服务项目中标公告	服务/其他服务	http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202206/t20220615_18086031.htm	上海市总工会职工服务中心上海工会职工服务热线技术及人员服务项目中标公告	服务
13601	18086063	大连市第三人民医院临床输血管理系统维护服务项目单一来源采购公示	服务/商务服务/其他商务服务	http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220615_18086063.htm	大连市第三人民医院临床输血管理系统维护服务项目单一来源采购公示	服务
13602	18086064	大连市第三人民医院数字证书年检服务项目单一来源采购公示	服务/商务服务/其他商务服务	http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220615_18086064.htm	大连市第三人民医院数字证书年检服务项目单一来源采购公示	服务
13603	18086115	中煤科工集团重庆研究院有限公司巷道丙烷试验装置采购中标公告	货物/通用设备/仪器仪表/试验仪器及装置/其他试验仪器及装置	http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202206/t20220615_18086115.htm	中煤科工集团重庆研究院有限公司巷道丙烷试验装置采购中标公告	货物
13604	18086117	中煤科工集团重庆研究院有限公司贵州百里杜鹃管理区煤矿区域水和瓦斯灾害综合防治项目（二期）水文孔地质勘查（第三次）成交公告	服务/专业技术服务/地质勘测服务	http://www.ccgp.gov.cn/cggg/dfgg/cjgg/202206/t20220615_18086117.htm	中煤科工集团重庆研究院有限公司贵州百里杜鹃管理区煤矿区域水和瓦斯灾害综合防治项目二期水文孔地质勘查第三次成交公告	服务
13605	18072850	某部医院磁共振维保服务采购项目单一来源采购公示	服务/维修和保养服务/医疗设备维修和保养服务	http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220614_18072850.htm	某部医院磁共振维保服务采购项目单一来源采购公示	服务
13608	18082885	哈尔滨师范大学江南校区百谷园南侧一楼、二楼共两层整体餐饮技术合作经营项目竞争性磋商	服务/其他服务	http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202206/t20220615_18082885.htm	哈尔滨师范大学江南校区百谷园南侧一楼二楼共两层整体餐饮技术合作经营项目竞争性磋商	服务
13611	18076924	福州市五一广场管理处福州五一广场绿化改造提升项目邀请招标公告	工程/构筑物施工/公共设施施工/园林绿化工程施工	http://www.ccgp.gov.cn/cggg/dfgg/yqzbgg/202206/t20220614_18076924.htm	福州市五一广场管理处福州五一广场绿化改造提升项目邀请招标公告	工程
13612	18077711	厦门华沧-竞争性磋商-2022-HCCS-SH502-思明校区初中五七楼、物理楼、实验楼修缮等工程-磋商公告	工程/修缮工程/房屋修缮	http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202206/t20220614_18077711.htm	厦门华沧竞争性磋商思明校区初中五七楼物理楼实验楼修缮等工程磋商公告	工程
13613	18085219	厦门华沧-竞争性磋商-2022-HCCS-SH583-东孚街道病媒生物消杀服务-采购公告	服务/其他服务	http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202206/t20220615_18085219.htm	厦门华沧竞争性磋商东孚街道病媒生物消杀服务采购公告	服务
13616	18083547	海南省海洋与渔业科学院琼海基地宿舍楼修缮工程竞争性磋商	工程/装修工程	http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202206/t20220615_18083547.htm	海南省海洋与渔业科学院琼海基地宿舍楼修缮工程竞争性磋商	工程
13617	18077493	海口市道崇战旗实业有限公司琼山道崇农产品仓储分拣包装中心项目-办公楼竞争性磋商	工程/建筑物施工/其他建筑物施工	http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202206/t20220614_18077493.htm	海口市道崇战旗实业有限公司琼山道崇农产品仓储分拣包装中心项目办公楼竞争性磋商	工程
13618	18085331	福建经发-竞争性磋商-2022-JF248-滨海校区高中智慧图书馆采购公告	服务/文化、体育、娱乐服务/文化艺术服务/图书馆和档案馆服务	http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202206/t20220615_18085331.htm	福建经发竞争性磋商滨海校区高中智慧图书馆采购公告	服务
13619	18084620	某单位某型飞机专业虚拟练习软件采购询价公告	货物/通用设备/计算机设备及软件/计算机软件/其他计算机软件	http://www.ccgp.gov.cn/cggg/dfgg/xjgg/202206/t20220615_18084620.htm	某单位某型飞机专业虚拟练习软件采购询价公告	货物
13620	18086156	北京某部医疗区屋面防水维修工程公开招标公告	工程/其他建筑工程	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202206/t20220615_18086156.htm	北京某部医疗区屋面防水维修工程公开招标公告	工程
13621	18085983	某单位医用气体系统工程公开招标公告	工程/其他建筑工程	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202206/t20220615_18085983.htm	某单位医用气体系统工程公开招标公告	工程
13622	18085993	会议室LED屏幕及附属设备竞争性谈判公告	货物/通用设备/办公设备/LED显示屏	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18085993.htm	会议室屏幕及附属设备竞争性谈判公告	货物
13623	18086039	某部北奔1929AS牵引车加装项目（第二次）竞争性谈判公告	货物/通用设备/车辆/车辆附属设施及零部件	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18086039.htm	某部北奔牵引车加装项目第二次竞争性谈判公告	货物
13624	18086163	物资采购中心主病房大楼、第二住院部中央空调电气元件升级项目（第三次）应急采购竞争性谈判公告	服务/维修和保养服务/空调、电梯维修和保养服务	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18086163.htm	物资采购中心主病房大楼第二住院部中央空调电气元件升级项目第三次应急采购竞争性谈判公告	服务
13625	18085302	彩色多普勒超声诊断仪项目竞争性谈判公告(2022-JL13(05)-W30026)	货物/医药品/医用材料/其他医用材料	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18085302.htm	彩色多普勒超声诊断仪项目竞争性谈判公告	货物
13626	18085346	便携式彩色多普勒超声诊断仪项目竞争性谈判公告(2022-JL13(05)-W30027)	货物/医药品/医用材料/其他医用材料	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18085346.htm	便携式彩色多普勒超声诊断仪项目竞争性谈判公告	货物
13627	18085317	便携式彩色多普勒超声诊断仪项目竞争性谈判公告(2022-JL13(05)-W30028)	货物/医药品/医用材料/其他医用材料	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18085317.htm	便携式彩色多普勒超声诊断仪项目竞争性谈判公告	货物
13628	18085295	气相色谱仪项目竞争性谈判公告(2022-JL13(05)-W30044)	货物/医药品/医用材料/其他医用材料	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18085295.htm	气相色谱仪项目竞争性谈判公告	货物
13629	18083466	心电图机项目询价公告（2022-JL13(05)-W40006）	货物/医药品/医用材料/其他医用材料	http://www.ccgp.gov.cn/cggg/dfgg/xjgg/202206/t20220615_18083466.htm	心电图机项目询价公告	货物
13630	18083826	细菌内毒素检测仪项目询价公告（2022-JL13(05)-W40026）	货物/医药品/医用材料/其他医用材料	http://www.ccgp.gov.cn/cggg/dfgg/xjgg/202206/t20220615_18083826.htm	细菌内毒素检测仪项目询价公告	货物
13631	18084053	区域xγ辐射监测仪项目询价公告（2022-JL13(05)-W40027）	货物/医药品/医用材料/其他医用材料	http://www.ccgp.gov.cn/cggg/dfgg/xjgg/202206/t20220615_18084053.htm	区域γ辐射监测仪项目询价公告	货物
13632	18084479	便携式多道γ能谱仪项目询价公告（2022-JL13(05)-W40028）	货物/医药品/医用材料/其他医用材料	http://www.ccgp.gov.cn/cggg/dfgg/xjgg/202206/t20220615_18084479.htm	便携式多道γ能谱仪项目询价公告	货物
13633	18083908	某单位地面划线及挡车杆采购项目（三次）询价公告	服务/其他服务	http://www.ccgp.gov.cn/cggg/dfgg/xjgg/202206/t20220615_18083908.htm	某单位地面划线及挡车杆采购项目三次询价公告	服务
13634	18082749	某部电梯维保及司乘服务询价公告	服务/其他服务	http://www.ccgp.gov.cn/cggg/dfgg/xjgg/202206/t20220615_18082749.htm	某部电梯维保及司乘服务询价公告	服务
13635	18085987	中央空调维修项目询价公告	服务/维修和保养服务/空调、电梯维修和保养服务	http://www.ccgp.gov.cn/cggg/dfgg/xjgg/202206/t20220615_18085987.htm	中央空调维修项目询价公告	服务
13636	18085308	某部2022年油料工程技术服务项目竞争性谈判公告	服务/工程咨询管理服务/其他工程咨询管理服务	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18085308.htm	某部年油料工程技术服务项目竞争性谈判公告	服务
13637	18078630	某部备用电源及程控机房空调和灭火设备采购项目竞争性磋商	货物/通用设备/电气设备/电机/发电机	http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202206/t20220615_18078630.htm	某部备用电源及程控机房空调和灭火设备采购项目竞争性磋商	货物
13638	18086120	某部视频监控系统设备综合代维服务招标公告（第二次）（2022-VGBQAC-F1001）	服务/维修和保养服务/办公设备维修和保养服务	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202206/t20220615_18086120.htm	某部视频监控系统设备综合代维服务招标公告第二次	服务
13639	18079917	厦门务实-竞争性磋商-2022-WS298思明校区监控系统安全改造采购公告	货物/通用设备/广播、电视、电影设备/视频设备/视频监控设备	http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202206/t20220615_18079917.htm	厦门务实竞争性磋商思明校区监控系统安全改造采购公告	货物
13640	18085972	厦门务实-竞争性谈判-2022-WS327厦门市金山小学厨具设备采购谈判公告	货物/家具用具/厨卫用具/厨房操作台	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18085972.htm	厦门务实竞争性谈判厦门市金山小学厨具设备采购谈判公告	货物
13641	18085964	厦门务实-竞争性谈判-2022-WS390南山实验幼儿园厨房设备采购谈判公告	货物/家具用具/厨卫用具/厨房操作台	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18085964.htm	厦门务实竞争性谈判南山实验幼儿园厨房设备采购谈判公告	货物
13642	18080906	自治区政务服务和公共资源交易中心等级保护测评服务项目竞争性磋商（二次）	服务/信息技术服务/其他信息技术服务	http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202206/t20220615_18080906.htm	自治区政务服务和公共资源交易中心等级保护测评服务项目竞争性磋商二次	服务
13643	18084011	厦门银家园-竞争性磋商-2022-YJY-020-会议室升级改造项目-采购公告	货物/其他货物/其他不另分类的物品	http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202206/t20220615_18084011.htm	厦门银家园竞争性磋商会议室升级改造项目采购公告	货物
13644	18086040	某单位某部党员图书室、荣誉墙及附属设施项目询价公告	工程/装修工程	http://www.ccgp.gov.cn/cggg/dfgg/xjgg/202206/t20220615_18086040.htm	某单位某部党员图书室荣誉墙及附属设施项目询价公告	工程
13645	18077183	厦门中实-竞争性磋商-2022-ZS1209-物联网专业（智能家居方向）内涵提升建设项目-磋商公告	货物/通用设备/计算机设备及软件/计算机网络设备/其他网络设备	http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202206/t20220614_18077183.htm	厦门中实竞争性磋商物联网专业智能家居方向内涵提升建设项目磋商公告	货物
13646	18083802	厦门中实-竞争性磋商-2022-ZS1290-营养诊疗系统-信息公告	服务/其他服务	http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202206/t20220615_18083802.htm	厦门中实竞争性磋商营养诊疗系统信息公告	服务
13647	18081355	肇庆市高要区E网兴农电商产业园园区路面硬底化工程竞争性磋商公告	工程/其他建筑工程	http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202206/t20220615_18081355.htm	肇庆市高要区网兴农电商产业园园区路面硬底化工程竞争性磋商公告	工程
13648	18081274	肇庆市高要区乐城镇领村（黄茂至波河）道路硬底化工程竞争性磋商公告	工程/其他建筑工程	http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202206/t20220615_18081274.htm	肇庆市高要区乐城镇领村黄茂至波河道路硬底化工程竞争性磋商公告	工程
13649	18081275	肇庆市高要区乐城镇罗院村秧地崀桥至大沙河桥路段硬底化工程竞争性磋商公告	工程/其他建筑工程	http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202206/t20220615_18081275.htm	肇庆市高要区乐城镇罗院村秧地崀桥至大沙河桥路段硬底化工程竞争性磋商公告	工程
13650	18081895	水泥沉块采购项目竞争性磋商公告	货物/建筑建材/建筑涂料/其他建筑涂料	http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202206/t20220615_18081895.htm	水泥沉块采购项目竞争性磋商公告	货物
13651	18083841	厦门市同安区洪塘卫生院激光相机询价公告	货物/专用设备/医疗设备/其他医疗设备	http://www.ccgp.gov.cn/cggg/dfgg/xjgg/202206/t20220615_18083841.htm	厦门市同安区洪塘卫生院激光相机询价公告	货物
13652	18081190	济南量子技术研究院安全生产采购项目竞争性磋商公告	工程/建筑物施工/其他建筑物施工	http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202206/t20220615_18081190.htm	济南量子技术研究院安全生产采购项目竞争性磋商公告	工程
13654	18083791	安徽省科学技术馆2022年展品拍摄制作及推广服务采购项目竞争性磋商	货物/专用设备/医疗设备/其他医疗设备	http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202206/t20220615_18083791.htm	安徽省科学技术馆年展品拍摄制作及推广服务采购项目竞争性磋商	货物
